ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"192.169.197.146","elite","AS398101","US","GoDaddy.com, LLC","146","GoDaddy.com, LLC","55137","socks5","5104","1","2023-12-12T07:29:26.615Z","99","5022","5056"
"194.26.224.250","elite","AS48031","UA","Ivanov Vitaliy Sergeevich","53","Proline IT Ltd","58503","socks4","505","1","2023-12-12T07:29:26.517Z","100","5165","5183"
"157.245.157.72","elite","AS14061","SG","DigitalOcean, LLC","187","DigitalOcean, LLC","60490","socks4","705","1","2023-12-12T07:29:26.425Z","96","4918","5120"
"109.122.88.194","elite","AS41937","RS","RADIJUS VEKTOR Internet network","40","N/A","5678","socks4","5301","1","2023-12-12T07:29:26.516Z","99","5213","5255"
"104.18.237.128","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","1093","1","2023-12-12T07:29:26.510Z","100","5145","5146"
"197.234.13.94","elite","AS36902","SC","Intelvision","188","Intelvision Ltd","4145","socks4","4200","1","2023-12-12T07:29:26.424Z","99","5055","5096"
"142.4.8.1","elite","AS46606","US","Unified Layer","132","Unified Layer","14883","socks4","4003","1","2023-12-12T07:29:23.219Z","100","5070","5072"
"167.71.184.82","elite","AS14061","US","DigitalOcean, LLC","94","DigitalOcean, LLC","37908","socks4","59","1","2023-12-12T07:29:23.317Z","100","5080","5090"
"207.180.252.79","elite","AS51167","DE","Contabo GmbH","102","Contabo GmbH","54321","socks4","1199","1","2023-12-12T07:29:20.020Z","100","5175","5181"
"183.89.114.190","elite","AS45629","TH","Triple T Broadband Public Company Limited","182","Triple T Broadband Public Company Limited","4145","socks4","490","1","2023-12-12T07:29:19.827Z","96","4943","5137"
"104.22.37.236","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","1406","1","2023-12-12T07:29:19.923Z","100","5155","5155"
"104.20.192.14","elite","AS13335","CA","Cloudflare, Inc.","3","Cloudflare, Inc.","13335","socks5","4194","1","2023-12-12T07:29:19.910Z","100","5145","5145"
"103.220.205.162","elite","AS59362","BD","KS Network","163","Nazmul Karim Bhuiyan","4673","socks4","2616","1","2023-12-12T07:29:19.912Z","96","4916","5139"
"182.253.246.88","elite","AS17451","ID","BIZNET","171","N/A","4153","socks4","1895","1","2023-12-12T07:29:16.715Z","87","4555","5233"
"80.232.245.122","elite","AS12578","LV","LATTELEKOM","41","Bridge Group","8080","socks4","3104","1","2023-12-12T07:29:16.723Z","100","5111","5117"
"103.115.255.129","elite","AS137868","BD","Star Internet Service","206","Md. Murad Hossain Ripon","36331","socks4","4598","1","2023-12-12T07:29:16.715Z","97","5021","5152"
"31.223.22.21","elite","AS12735","TR","TurkNet Iletisim Hizmetleri A.S.","89","TurkNet Iletisim Hizmetleri","1080","socks4","2692","1","2023-12-12T07:29:16.717Z","99","5060","5121"
"162.243.102.207","elite","AS14061","US","DigitalOcean, LLC","94","Digital Ocean","9764","socks5","3702","1","2023-12-12T07:29:16.725Z","100","5108","5119"
"177.38.5.19","elite","AS52964","BR","FÔBIO MENDES DIAS LTDA ME","282","FÁBIO MENDES DIAS LTDA ME","4153","socks4","4808","1","2023-12-12T07:29:16.720Z","97","5035","5210"
"65.21.131.87","elite","AS24940","FI","Hetzner Online GmbH","79","Hetzner","14141","socks4","5000","1","2023-12-12T07:29:16.822Z","100","5026","5028"
"185.245.38.200","elite","AS204623","RU","OOO New Line","95","OOO New Line","4145","socks4","3706","1","2023-12-12T07:29:16.724Z","86","4367","5069"
"69.163.163.6","elite","AS26347","US","New Dream Network, LLC","189","New Dream Network, LLC","37884","socks5","1894","1","2023-12-12T07:29:13.615Z","100","5176","5181"
"51.91.21.129","elite","AS16276","FR","OVH SAS","6","OVH","29119","socks5","4184","1","2023-12-12T07:29:13.417Z","100","5183","5183"
"37.230.154.57","elite","AS198770","RU","Virtual Infrastructures Network","46","N/A","3629","socks4","3807","1","2023-12-12T07:29:13.609Z","100","5166","5169"
"197.234.13.44","elite","AS36902","SC","Intelvision","193","Intelvision Ltd","4145","socks4","3204","1","2023-12-12T07:29:13.027Z","99","5103","5143"
"41.60.233.97","elite","AS30844","KE","Maintainer Liquid Telecommunications Operations Limited","293","Liquid Telecommunications Operations Limited","5678","socks4","4799","1","2023-12-12T07:29:13.608Z","87","4506","5203"
"202.150.1.87","elite","AS38623","KH","VIETTEL (CAMBODIA) PTE., LTD","198","VIETTEL (CAMBODIA) PTE., LTD","80","socks4","4901","1","2023-12-12T07:29:13.025Z","99","5028","5078"
"38.127.179.34","elite","AS174","US","Cogent Communications","94","Torlandia Trading SRL","11537","socks5","3007","1","2023-12-12T07:29:10.010Z","100","5105","5114"
"213.157.243.196","elite","AS21283","SI","A1 Slovenija","38","A1 Slovenija telekomunikacijske storitve, d.d.","5678","socks4","2306","1","2023-12-12T07:29:10.009Z","75","3890","5184"
"66.42.52.194","elite","AS20473","SG","Choopa","148","N/A","49163","socks4","5102","1","2023-12-12T07:29:09.909Z","99","5010","5085"
"103.23.100.1","elite","AS58400","ID","Universitas Negeri Semarang, y","190","UNNES","4145","socks5","5102","1","2023-12-12T07:29:09.820Z","100","5136","5154"
"162.12.217.4","elite","AS204902","FR","Weelax","115","XIWO","3629","socks4","3901","1","2023-12-12T07:29:09.913Z","98","5111","5190"
"31.43.179.214","elite","AS209242","KZ","Cloudflare London, LLC","11","\"Betting company PM Bet\" LLC","80","socks4","2202","1","2023-12-12T07:29:09.827Z","100","5108","5108"
"203.30.188.224","elite","AS209242","BZ","Cloudflare London, LLC","93","Umpire Associates LTD","80","socks4","4701","1","2023-12-12T07:29:09.824Z","100","5152","5153"
"94.181.174.77","elite","AS41754","RU","CJSC \"ER-Telecom Holding\" Penza branch","89","JSC \"ER-Telecom Holding\" Penza Branch","4153","socks5","4792","1","2023-12-12T07:29:06.616Z","99","5113","5149"
"176.100.77.118","elite","AS49718","RU","Nizhnevolzhskie Telecommunication Networks Real Ltd.","76","REAL","3629","socks4","4694","1","2023-12-12T07:29:06.627Z","98","4945","5048"
"46.146.202.237","elite","AS12768","RU","OJSC \"ER-Telecom\" Perm'","89","JSC \"ER-Telecom Holding\"","4153","socks4","3090","1","2023-12-12T07:29:06.721Z","10","513","5147"
"27.147.139.73","elite","AS23688","BD","Link3 Technologies Limited","184","Corporate Subscriber","4145","socks4","3905","1","2023-12-12T07:29:06.618Z","97","5040","5182"
"45.12.31.3","elite","AS209242","GB","Cloudflare London, LLC","87","LIR Services","80","socks4","4012","1","2023-12-12T07:29:03.014Z","100","5129","5132"
